-509.3833,-11.12854,21.615772,21.056957,-2.869451,12.74621,-20.014523,8.170914,-0.17568582,9.716757,-3.1191206,23.72923,25.061054
-435.17035,-54.336052,38.633236,1.7032225,-4.095441,5.1974354,-18.571754,9.550538,-1.0937006,12.631823,2.840908,22.552406,16.84469
-415.37573,-86.28176,45.481155,-17.002068,-2.3951066,0.7039443,-13.048584,10.224026,0.30690667,8.882536,5.3927364,14.9865,10.737094
-417.85986,-98.032814,60.11242,-27.2388,6.421846,7.25286,-6.8574963,10.534023,1.2871232,7.4808807,2.6948276,6.734613,4.522771
-421.39056,-98.821,67.10503,-28.052141,17.730728,5.5055704,-5.6960998,5.938181,-3.8287604,6.089326,0.1968441,7.8864717,6.2381053
-420.69305,-94.004745,55.269337,-34.280907,20.894518,-1.1897534,-1.6031132,7.329692,-3.7073536,10.109451,2.6443157,7.3045926,3.854573
-400.73352,-88.59775,46.214066,-40.287033,27.747715,7.803071,7.930084,7.047366,1.5959218,18.247528,10.130526,0.96066535,-2.5847735
-383.21664,-87.7612,34.952785,-42.550232,38.35913,12.457844,6.492858,0.17801197,-3.0298517,12.835102,9.730527,3.6720295,3.8591032
-373.09317,-81.48488,26.35951,-43.220634,36.687485,3.2491105,3.9327726,0.5550673,-11.343054,-5.2926407,4.4993677,10.7926855,11.957565
-366.47363,-77.381516,26.364649,-42.89985,33.49581,2.6546898,6.4997077,9.419836,0.043255508,-5.8400283,-0.15728438,12.217336,12.8482685
-355.357,-61.832764,39.14296,-44.572563,24.097574,-4.6966424,-0.75167274,8.059469,3.557935,1.8275352,2.8661246,1.9638913,7.9109664
-315.60468,-21.990547,58.765717,-26.795471,20.145052,-11.225227,-5.8019047,-6.0567064,-8.22853,-6.488611,-7.8183317,-10.351508,-3.345128
-250.1688,37.761017,45.58169,-3.2599204,19.611565,-25.97948,-30.816807,-18.965183,-9.820448,-6.373225,-8.038494,-5.3100142,-0.27531016
-218.32841,62.44754,-0.03169325,11.040024,16.487366,-33.26698,-38.342545,-6.674308,-21.121176,1.0436839,-8.081114,-1.7865075,4.2204823
-191.29965,53.228096,-54.12037,-9.671992,6.3879757,-43.316383,-42.075478,-0.52332675,-15.260672,14.594671,-2.1327024,-5.8884964,-3.6793118
-175.68488,65.437706,-68.203064,-36.73499,-24.428251,-61.370266,-51.046925,-4.3933663,-19.034985,6.2813425,-13.077282,-18.571293,-13.747721
-171.90933,71.709274,-55.841366,-38.416008,-51.649475,-53.745117,-48.305058,-8.113124,-23.906748,6.5704937,-21.383247,-15.368776,-4.1230354
-189.61566,59.707733,-59.945103,-41.849045,-63.49137,-39.838036,-39.592484,-10.68454,-44.312504,7.6781273,-16.369314,-12.790285,14.718925
-229.38326,19.293842,-64.486694,-28.074905,-39.86302,-37.32753,-39.267807,-12.911267,-51.45602,6.523843,-4.768691,2.249546,58.939613
-275.33936,-13.946911,-49.78646,-2.6340451,-28.183813,-41.708244,-40.50865,-10.869501,-38.584534,3.9819427,12.794712,20.307468,68.29682
-306.99936,-28.937275,-32.534298,18.867107,-27.194546,-42.328762,-35.563957,-15.171072,-38.434765,5.0141864,34.705956,32.169186,56.82686
-284.57016,-29.171032,-43.650314,29.217545,-33.254852,-45.254272,-33.36069,-25.106447,-43.45013,13.122629,50.74612,40.621475,56.982307
